[[0, 0, 0, 0, 2.0],
 [0, 2, 1, 3, 11.0],
 [0, 2, 1, 4, 12.0],
 [0, 2, 2, 0, 10.0],
 [0, 2, 2, 1, 11.0],
 [0, 2, 2, 2, 12.0],
 [0, 2, 2, 3, 13.0],
 [0, 2, 2, 4, 14.0],
 [0, 2, 3, 0, 12.0],
 [0, 2, 3, 1, 13.0],
 [0, 2, 3, 2, 14.0],
 [0, 2, 3, 3, 15.0],
 [0, 2, 3, 4, 16.0],
 [0, 2, 4, 0, 14.0],
 [0, 2, 4, 1, 15.0],
 [0, 2, 4, 2, 16.0],
 [0, 2, 4, 3, 17.0],
 [0, 2, 4, 4, 18.0],
 [0, 3, 0, 0, 8.0],
 [0, 3, 0, 1, 9.5],
 [0, 3, 0, 2, 11.0],
 [0, 3, 0, 3, 12.5],
 [0, 3, 0, 4, 14.0],
 [0, 3, 1, 0, 11.0],
 [0, 3, 1, 1, 12.5],
 [0, 3, 1, 2, 14.0],
 [0, 3, 1, 3, 15.5],
 [0, 3, 1, 4, 17.0],
 [0, 3, 2, 0, 14.0],
 [0, 3, 2, 1, 15.5],
 [0, 3, 2, 2, 17.0],
 [0, 3, 2, 3, 18.5],
 [0, 3, 2, 4, 20.0],
 [0, 3, 3, 0, 17.0],
 [0, 3, 3, 1, 18.5],
 [0, 3, 3, 2, 20.0],
 [0, 3, 3, 3, 21.5],
 [0, 3, 3, 4, 23.0],
 [0, 3, 4, 0, 20.0],
 [0, 3, 4, 1, 21.5],
 [0, 3, 4, 2, 23.0],
 [0, 3, 4, 3, 24.5],
 [0, 3, 4, 4, 26.0],
 [0, 4, 0, 0, 10.0],
 [0, 4, 0, 1, 12.0],
 [0, 4, 0, 2, 14.0],
 [0, 4, 0, 3, 16.0],
 [0, 4, 0, 4, 18.0],
 [0, 4, 1, 0, 14.0],
 [0, 4, 1, 1, 16.0],
 [0, 4, 1, 2, 18.0],
 [0, 4, 1, 3, 20.0],
 [0, 4, 1, 4, 22.0],
 [0, 4, 2, 0, 18.0],
 [0, 4, 2, 1, 20.0],
 [0, 4, 2, 2, 22.0],
 [0, 4, 2, 3, 24.0],
 [0, 4, 2, 4, 26.0],
 [0, 4, 3, 0, 22.0],
 [0, 4, 3, 1, 24.0],
 [0, 4, 3, 2, 26.0],
 [0, 4, 3, 3, 28.0],
 [0, 4, 3, 4, 30.0],
 [0, 4, 4, 0, 26.0],
 [0, 4, 4, 1, 28.0],
 [0, 4, 4, 2, 30.0],
 [0, 4, 4, 3, 32.0],
 [0, 4, 4, 4, 34.0],
 [1, 0, 0, 0, 2.0],
 [1, 0, 0, 1, 2.0],
 [1, 0, 0, 2, 2.0],
 [1, 0, 0, 3, 2.0],
 [1, 0, 0, 4, 2.0],
 [1, 0, 1, 0, 2.0],
 [1, 0, 1, 1, 2.0],
 [1, 0, 1, 2, 2.0],
 [1, 0, 1, 3, 2.0],
 [1, 0, 1, 4, 2.0],
 [1, 0, 2, 0, 2.0],
 [1, 0, 2, 1, 2.0],
 [1, 0, 2, 2, 2.0],
 [1, 0, 2, 3, 2.0],
 [1, 0, 2, 4, 2.0],
 [1, 0, 3, 0, 2.0],
 [1, 0, 3, 1, 2.0],
 [1, 0, 3, 2, 2.0],
 [1, 0, 3, 3, 2.0],
 [1, 0, 3, 4, 2.0],
 [1, 0, 4, 0, 2.0],
 [1, 0, 4, 1, 2.0],
 [1, 0, 4, 2, 2.0],
 [1, 0, 4, 3, 2.0],
 [1, 0, 4, 4, 2.0],
 [1, 1, 0, 0, 4.0],
 [1, 1, 0, 1, 4.268941421369995],
 [1, 1, 0, 2, 4.53788284273999],
 [1, 1, 0, 3, 4.806824264109985],
 [1, 1, 0, 4, 5.075765685479981],
 [1, 1, 1, 0, 5.0],
 [1, 1, 1, 1, 5.268941421369995],
 [1, 1, 1, 2, 5.53788284273999],
 [1, 1, 1, 3, 5.806824264109985],
 [1, 1, 1, 4, 6.075765685479981],
 [1, 1, 2, 0, 6.0],
 [1, 1, 2, 1, 6.268941421369995],
 [1, 1, 2, 2, 6.53788284273999],
 [1, 1, 2, 3, 6.806824264109985],
 [1, 1, 2, 4, 7.075765685479981],
 [1, 1, 3, 0, 7.0],
 [1, 1, 3, 1, 7.268941421369995],
 [1, 1, 3, 2, 7.53788284273999],
 [1, 1, 3, 3, 7.806824264109985],
 [1, 1, 3, 4, 8.07576568547998],
 [1, 1, 4, 0, 8.0],
 [1, 1, 4, 1, 8.268941421369995],
 [1, 1, 4, 2, 8.53788284273999],
 [1, 1, 4, 3, 8.806824264109984],
 [1, 1, 4, 4, 9.07576568547998],
 [1, 2, 0, 0, 6.0],
 [1, 2, 0, 1, 6.53788284273999],
 [1, 2, 0, 2, 7.075765685479981],
 [1, 2, 0, 3, 7.61364852821997],
 [1, 2, 0, 4, 8.151531370959962],
 [1, 2, 1, 0, 8.0],
 [1, 2, 1, 1, 8.53788284273999],
 [1, 2, 1, 2, 9.07576568547998],
 [1, 2, 1, 3, 9.61364852821997],
 [1, 2, 1, 4, 10.151531370959962],
 [1, 2, 2, 0, 10.0],
 [1, 2, 2, 1, 10.53788284273999],
 [1, 2, 2, 2, 11.07576568547998],
 [1, 2, 2, 3, 11.61364852821997],
 [1, 2, 2, 4, 12.151531370959962],
 [1, 2, 3, 0, 12.0],
 [1, 2, 3, 1, 12.53788284273999],
 [1, 2, 3, 2, 13.07576568547998],
 [1, 2, 3, 3, 13.61364852821997],
 [1, 2, 3, 4, 14.151531370959962],
 [1, 2, 4, 0, 14.0],
 [1, 2, 4, 1, 14.53788284273999],
 [1, 2, 4, 2, 15.07576568547998],
 [1, 2, 4, 3, 15.61364852821997],
 [1, 2, 4, 4, 16.15153137095996],
 [1, 3, 0, 0, 8.0],
 [1, 3, 0, 1, 8.806824264109984],
 [1, 3, 0, 2, 9.61364852821997],
 [1, 3, 0, 3, 10.420472792329956],
 [1, 3, 0, 4, 11.22729705643994],
 [1, 3, 1, 0, 11.0],
 [1, 3, 1, 1, 11.806824264109986],
 [1, 3, 1, 2, 12.61364852821997],
 [1, 3, 1, 3, 13.420472792329956],
 [1, 3, 1, 4, 14.22729705643994],
 [1, 3, 2, 0, 14.0],
 [1, 3, 2, 1, 14.806824264109986],
 [1, 3, 2, 2, 15.61364852821997],
 [1, 3, 2, 3, 16.420472792329956],
 [1, 3, 2, 4, 17.22729705643994],
 [1, 3, 3, 0, 17.0],
 [1, 3, 3, 1, 17.806824264109984],
 [1, 3, 3, 2, 18.613648528219972],
 [1, 3, 3, 3, 19.420472792329956],
 [1, 3, 3, 4, 20.22729705643994],
 [1, 3, 4, 0, 20.0],
 [1, 3, 4, 1, 20.806824264109984],
 [1, 3, 4, 2, 21.613648528219972],
 [1, 3, 4, 3, 22.420472792329956],
 [1, 3, 4, 4, 23.22729705643994],
 [1, 4, 0, 0, 10.0],
 [1, 4, 0, 1, 11.07576568547998],
 [1, 4, 0, 2, 12.151531370959962],
 [1, 4, 0, 3, 13.22729705643994],
 [1, 4, 0, 4, 14.303062741919922],
 [1, 4, 1, 0, 14.0],
 [1, 4, 1, 1, 15.07576568547998],
 [1, 4, 1, 2, 16.15153137095996],
 [1, 4, 1, 3, 17.22729705643994],
 [1, 4, 1, 4, 18.303062741919923],
 [1, 4, 2, 0, 18.0],
 [1, 4, 2, 1, 19.07576568547998],
 [1, 4, 2, 2, 20.15153137095996],
 [1, 4, 2, 3, 21.22729705643994],
 [1, 4, 2, 4, 22.303062741919923],
 [1, 4, 3, 0, 22.0],
 [1, 4, 3, 1, 23.07576568547998],
 [1, 4, 3, 2, 24.15153137095996],
 [1, 4, 3, 3, 25.22729705643994],
 [1, 4, 3, 4, 26.303062741919923],
 [1, 4, 4, 0, 26.0],
 [1, 4, 4, 1, 27.07576568547998],
 [1, 4, 4, 2, 28.15153137095996],
 [1, 4, 4, 3, 29.22729705643994],
 [1, 4, 4, 4, 30.303062741919923],
 [2, 0, 0, 0, 2.0],
 [2, 0, 0, 1, 2.0],
 [2, 0, 0, 2, 2.0],
 [2, 0, 0, 3, 2.0],
 [2, 0, 0, 4, 2.0],
 [2, 0, 1, 0, 2.0],
 [2, 0, 1, 1, 2.0],
 [2, 0, 1, 2, 2.0],
 [2, 0, 1, 3, 2.0],
 [2, 0, 1, 4, 2.0],
 [2, 0, 2, 0, 2.0],
 [2, 0, 2, 1, 2.0],
 [2, 0, 2, 2, 2.0],
 [2, 0, 2, 3, 2.0],
 [2, 0, 2, 4, 2.0],
 [2, 0, 3, 0, 2.0],
 [2, 0, 3, 1, 2.0],
 [2, 0, 3, 2, 2.0],
 [2, 0, 3, 3, 2.0],
 [2, 0, 3, 4, 2.0],
 [2, 0, 4, 0, 2.0],
 [2, 0, 4, 1, 2.0],
 [2, 0, 4, 2, 2.0],
 [2, 0, 4, 3, 2.0],
 [2, 0, 4, 4, 2.0],
 [2, 1, 0, 0, 4.0],
 [2, 1, 0, 1, 4.119202922022117],
 [2, 1, 0, 2, 4.238405844044236],
 [2, 1, 0, 3, 4.3576087660663525],
 [2, 1, 0, 4, 4.47681168808847],
 [2, 1, 1, 0, 5.0],
 [2, 1, 1, 1, 5.119202922022117],
 [2, 1, 1, 2, 5.238405844044236],
 [2, 1, 1, 3, 5.3576087660663525],
 [2, 1, 1, 4, 5.47681168808847],
 [2, 1, 2, 0, 6.0],
 [2, 1, 2, 1, 6.119202922022118],
 [2, 1, 2, 2, 6.238405844044235],
 [2, 1, 2, 3, 6.3576087660663525],
 [2, 1, 2, 4, 6.47681168808847],
 [2, 1, 3, 0, 7.0],
 [2, 1, 3, 1, 7.119202922022118],
 [2, 1, 3, 2, 7.238405844044235],
 [2, 1, 3, 3, 7.3576087660663525],
 [2, 1, 3, 4, 7.47681168808847],
 [2, 1, 4, 0, 8.0],
 [2, 1, 4, 1, 8.119202922022119],
 [2, 1, 4, 2, 8.238405844044234],
 [2, 1, 4, 3, 8.357608766066353],
 [2, 1, 4, 4, 8.476811688088471],
 [2, 2, 0, 0, 6.0],
 [2, 2, 0, 1, 6.238405844044235],
 [2, 2, 0, 2, 6.47681168808847],
 [2, 2, 0, 3, 6.715217532132705],
 [2, 2, 0, 4, 6.953623376176941],
 [2, 2, 1, 0, 8.0],
 [2, 2, 1, 1, 8.238405844044234],
 [2, 2, 1, 2, 8.476811688088471],
 [2, 2, 1, 3, 8.715217532132705],
 [2, 2, 1, 4, 8.95362337617694],
 [2, 2, 2, 0, 10.0],
 [2, 2, 2, 1, 10.238405844044236],
 [2, 2, 2, 2, 10.47681168808847],
 [2, 2, 2, 3, 10.715217532132705],
 [2, 2, 2, 4, 10.95362337617694],
 [2, 2, 3, 0, 12.0],
 [2, 2, 3, 1, 12.238405844044236],
 [2, 2, 3, 2, 12.47681168808847],
 [2, 2, 3, 3, 12.715217532132705],
 [2, 2, 3, 4, 12.95362337617694],
 [2, 2, 4, 0, 14.0],
 [2, 2, 4, 1, 14.238405844044236],
 [2, 2, 4, 2, 14.47681168808847],
 [2, 2, 4, 3, 14.715217532132705],
 [2, 2, 4, 4, 14.95362337617694],
 [2, 3, 0, 0, 8.0],
 [2, 3, 0, 1, 8.357608766066353],
 [2, 3, 0, 2, 8.715217532132705],
 [2, 3, 0, 3, 9.072826298199058],
 [2, 3, 0, 4, 9.43043506426541],
 [2, 3, 1, 0, 11.0],
 [2, 3, 1, 1, 11.357608766066353],
 [2, 3, 1, 2, 11.715217532132705],
 [2, 3, 1, 3, 12.072826298199058],
 [2, 3, 1, 4, 12.43043506426541],
 [2, 3, 2, 0, 14.0],
 [2, 3, 2, 1, 14.357608766066353],
 [2, 3, 2, 2, 14.715217532132705],
 [2, 3, 2, 3, 15.072826298199058],
 [2, 3, 2, 4, 15.43043506426541],
 [2, 3, 3, 0, 17.0],
 [2, 3, 3, 1, 17.357608766066353],
 [2, 3, 3, 2, 17.715217532132705],
 [2, 3, 3, 3, 18.072826298199058],
 [2, 3, 3, 4, 18.43043506426541],
 [2, 3, 4, 0, 20.0],
 [2, 3, 4, 1, 20.357608766066353],
 [2, 3, 4, 2, 20.715217532132705],
 [2, 3, 4, 3, 21.072826298199058],
 [2, 3, 4, 4, 21.43043506426541],
 [2, 4, 0, 0, 10.0],
 [2, 4, 0, 1, 10.47681168808847],
 [2, 4, 0, 2, 10.95362337617694],
 [2, 4, 0, 3, 11.43043506426541],
 [2, 4, 0, 4, 11.907246752353881],
 [2, 4, 1, 0, 14.0],
 [2, 4, 1, 1, 14.47681168808847],
 [2, 4, 1, 2, 14.95362337617694],
 [2, 4, 1, 3, 15.43043506426541],
 [2, 4, 1, 4, 15.907246752353881],
 [2, 4, 2, 0, 18.0],
 [2, 4, 2, 1, 18.47681168808847],
 [2, 4, 2, 2, 18.95362337617694],
 [2, 4, 2, 3, 19.43043506426541],
 [2, 4, 2, 4, 19.90724675235388],
 [2, 4, 3, 0, 22.0],
 [2, 4, 3, 1, 22.47681168808847],
 [2, 4, 3, 2, 22.95362337617694],
 [2, 4, 3, 3, 23.43043506426541],
 [2, 4, 3, 4, 23.90724675235388],
 [2, 4, 4, 0, 26.0],
 [2, 4, 4, 1, 26.47681168808847],
 [2, 4, 4, 2, 26.95362337617694],
 [2, 4, 4, 3, 27.43043506426541],
 [2, 4, 4, 4, 27.90724675235388],
 [3, 0, 0, 0, 2.0],
 [3, 0, 0, 1, 2.0],
 [3, 0, 0, 2, 2.0],
 [3, 0, 0, 3, 2.0],
 [3, 0, 0, 4, 2.0],
 [3, 0, 1, 0, 2.0],
 [3, 0, 1, 1, 2.0],
 [3, 0, 1, 2, 2.0],
 [3, 0, 1, 3, 2.0],
 [3, 0, 1, 4, 2.0],
 [3, 0, 2, 0, 2.0],
 [3, 0, 2, 1, 2.0],
 [3, 0, 2, 2, 2.0],
 [3, 0, 2, 3, 2.0],
 [3, 0, 2, 4, 2.0],
 [3, 0, 3, 0, 2.0],
 [3, 0, 3, 1, 2.0],
 [3, 0, 3, 2, 2.0],
 [3, 0, 3, 3, 2.0],
 [3, 0, 3, 4, 2.0],
 [3, 0, 4, 0, 2.0],
 [3, 0, 4, 1, 2.0],
 [3, 0, 4, 2, 2.0],
 [3, 0, 4, 3, 2.0],
 [3, 0, 4, 4, 2.0],
 [3, 1, 0, 0, 4.0],
 [3, 1, 0, 1, 4.047425873177566],
 [3, 1, 0, 2, 4.0948517463551335],
 [3, 1, 0, 3, 4.142277619532701],
 [3, 1, 0, 4, 4.189703492710267],
 [3, 1, 1, 0, 5.0],
 [3, 1, 1, 1, 5.047425873177566],
 [3, 1, 1, 2, 5.0948517463551335],
 [3, 1, 1, 3, 5.142277619532701],
 [3, 1, 1, 4, 5.189703492710267],
 [3, 1, 2, 0, 6.0],
 [3, 1, 2, 1, 6.047425873177567],
 [3, 1, 2, 2, 6.0948517463551335],
 [3, 1, 2, 3, 6.142277619532701],
 [3, 1, 2, 4, 6.189703492710267],
 [3, 1, 3, 0, 7.0],
 [3, 1, 3, 1, 7.047425873177567],
 [3, 1, 3, 2, 7.0948517463551335],
 [3, 1, 3, 3, 7.142277619532701],
 [3, 1, 3, 4, 7.189703492710267],
 [3, 1, 4, 0, 8.0],
 [3, 1, 4, 1, 8.047425873177566],
 [3, 1, 4, 2, 8.094851746355133],
 [3, 1, 4, 3, 8.1422776195327],
 [3, 1, 4, 4, 8.189703492710267],
 [3, 2, 0, 0, 6.0],
 [3, 2, 0, 1, 6.0948517463551335],
 [3, 2, 0, 2, 6.189703492710267],
 [3, 2, 0, 3, 6.2845552390654005],
 [3, 2, 0, 4, 6.379406985420534],
 [3, 2, 1, 0, 8.0],
 [3, 2, 1, 1, 8.094851746355133],
 [3, 2, 1, 2, 8.189703492710267],
 [3, 2, 1, 3, 8.284555239065401],
 [3, 2, 1, 4, 8.379406985420534],
 [3, 2, 2, 0, 10.0],
 [3, 2, 2, 1, 10.094851746355134],
 [3, 2, 2, 2, 10.189703492710267],
 [3, 2, 2, 3, 10.284555239065401],
 [3, 2, 2, 4, 10.379406985420534],
 [3, 2, 3, 0, 12.0],
 [3, 2, 3, 1, 12.094851746355134],
 [3, 2, 3, 2, 12.189703492710267],
 [3, 2, 3, 3, 12.284555239065401],
 [3, 2, 3, 4, 12.379406985420534],
 [3, 2, 4, 0, 14.0],
 [3, 2, 4, 1, 14.094851746355134],
 [3, 2, 4, 2, 14.189703492710267],
 [3, 2, 4, 3, 14.284555239065401],
 [3, 2, 4, 4, 14.379406985420534],
 [3, 3, 0, 0, 8.0],
 [3, 3, 0, 1, 8.1422776195327],
 [3, 3, 0, 2, 8.284555239065401],
 [3, 3, 0, 3, 8.4268328585981],
 [3, 3, 0, 4, 8.569110478130801],
 [3, 3, 1, 0, 11.0],
 [3, 3, 1, 1, 11.1422776195327],
 [3, 3, 1, 2, 11.284555239065401],
 [3, 3, 1, 3, 11.4268328585981],
 [3, 3, 1, 4, 11.569110478130801],
 [3, 3, 2, 0, 14.0],
 [3, 3, 2, 1, 14.1422776195327],
 [3, 3, 2, 2, 14.284555239065401],
 [3, 3, 2, 3, 14.4268328585981],
 [3, 3, 2, 4, 14.569110478130801],
 [3, 3, 3, 0, 17.0],
 [3, 3, 3, 1, 17.1422776195327],
 [3, 3, 3, 2, 17.2845552390654],
 [3, 3, 3, 3, 17.4268328585981],
 [3, 3, 3, 4, 17.569110478130803],
 [3, 3, 4, 0, 20.0],
 [3, 3, 4, 1, 20.1422776195327],
 [3, 3, 4, 2, 20.2845552390654],
 [3, 3, 4, 3, 20.4268328585981],
 [3, 3, 4, 4, 20.569110478130803],
 [3, 4, 0, 0, 10.0],
 [3, 4, 0, 1, 10.189703492710267],
 [3, 4, 0, 2, 10.379406985420534],
 [3, 4, 0, 3, 10.569110478130801],
 [3, 4, 0, 4, 10.758813970841068],
 [3, 4, 1, 0, 14.0],
 [3, 4, 1, 1, 14.189703492710267],
 [3, 4, 1, 2, 14.379406985420534],
 [3, 4, 1, 3, 14.569110478130801],
 [3, 4, 1, 4, 14.758813970841068],
 [3, 4, 2, 0, 18.0],
 [3, 4, 2, 1, 18.18970349271027],
 [3, 4, 2, 2, 18.379406985420534],
 [3, 4, 2, 3, 18.569110478130803],
 [3, 4, 2, 4, 18.758813970841068],
 [3, 4, 3, 0, 22.0],
 [3, 4, 3, 1, 22.18970349271027],
 [3, 4, 3, 2, 22.379406985420534],
 [3, 4, 3, 3, 22.569110478130803],
 [3, 4, 3, 4, 22.758813970841068],
 [3, 4, 4, 0, 26.0],
 [3, 4, 4, 1, 26.18970349271027],
 [3, 4, 4, 2, 26.379406985420534],
 [3, 4, 4, 3, 26.569110478130803],
 [3, 4, 4, 4, 26.758813970841068],
 [4, 0, 0, 0, 2.0],
 [4, 0, 0, 1, 2.0],
 [4, 0, 0, 2, 2.0],
 [4, 0, 0, 3, 2.0],
 [4, 0, 0, 4, 2.0],
 [4, 0, 1, 0, 2.0],
 [4, 0, 1, 1, 2.0],
 [4, 0, 1, 2, 2.0],
 [4, 0, 1, 3, 2.0],
 [4, 0, 1, 4, 2.0],
 [4, 0, 2, 0, 2.0],
 [4, 0, 2, 1, 2.0],
 [4, 0, 2, 2, 2.0],
 [4, 0, 2, 3, 2.0],
 [4, 0, 2, 4, 2.0],
 [4, 0, 3, 0, 2.0],
 [4, 0, 3, 1, 2.0],
 [4, 0, 3, 2, 2.0],
 [4, 0, 3, 3, 2.0],
 [4, 0, 3, 4, 2.0],
 [4, 0, 4, 0, 2.0],
 [4, 0, 4, 1, 2.0],
 [4, 0, 4, 2, 2.0],
 [4, 0, 4, 3, 2.0],
 [4, 0, 4, 4, 2.0],
 [4, 1, 0, 0, 4.0],
 [4, 1, 0, 1, 4.017986209962092],
 [4, 1, 0, 2, 4.0359724199241835],
 [4, 1, 0, 3, 4.053958629886274],
 [4, 1, 0, 4, 4.071944839848366],
 [4, 1, 1, 0, 5.0],
 [4, 1, 1, 1, 5.017986209962092],
 [4, 1, 1, 2, 5.0359724199241835],
 [4, 1, 1, 3, 5.053958629886274],
 [4, 1, 1, 4, 5.071944839848366],
 [4, 1, 2, 0, 6.0],
 [4, 1, 2, 1, 6.017986209962092],
 [4, 1, 2, 2, 6.0359724199241835],
 [4, 1, 2, 3, 6.053958629886274],
 [4, 1, 2, 4, 6.071944839848366],
 [4, 1, 3, 0, 7.0],
 [4, 1, 3, 1, 7.017986209962092],
 [4, 1, 3, 2, 7.0359724199241835],
 [4, 1, 3, 3, 7.053958629886274],
 [4, 1, 3, 4, 7.071944839848366],
 [4, 1, 4, 0, 8.0],
 [4, 1, 4, 1, 8.017986209962093],
 [4, 1, 4, 2, 8.035972419924184],
 [4, 1, 4, 3, 8.053958629886274],
 [4, 1, 4, 4, 8.071944839848367],
 [4, 2, 0, 0, 6.0],
 [4, 2, 0, 1, 6.0359724199241835],
 [4, 2, 0, 2, 6.071944839848366],
 [4, 2, 0, 3, 6.10791725977255],
 [4, 2, 0, 4, 6.143889679696732],
 [4, 2, 1, 0, 8.0],
 [4, 2, 1, 1, 8.035972419924184],
 [4, 2, 1, 2, 8.071944839848367],
 [4, 2, 1, 3, 8.107917259772549],
 [4, 2, 1, 4, 8.143889679696732],
 [4, 2, 2, 0, 10.0],
 [4, 2, 2, 1, 10.035972419924184],
 [4, 2, 2, 2, 10.071944839848367],
 [4, 2, 2, 3, 10.107917259772549],
 [4, 2, 2, 4, 10.143889679696732],
 [4, 2, 3, 0, 12.0],
 [4, 2, 3, 1, 12.035972419924184],
 [4, 2, 3, 2, 12.071944839848367],
 [4, 2, 3, 3, 12.107917259772549],
 [4, 2, 3, 4, 12.143889679696732],
 [4, 2, 4, 0, 14.0],
 [4, 2, 4, 1, 14.035972419924184],
 [4, 2, 4, 2, 14.071944839848367],
 [4, 2, 4, 3, 14.107917259772549],
 [4, 2, 4, 4, 14.143889679696732],
 [4, 3, 0, 0, 8.0],
 [4, 3, 0, 1, 8.053958629886274],
 [4, 3, 0, 2, 8.107917259772549],
 [4, 3, 0, 3, 8.161875889658823],
 [4, 3, 0, 4, 8.215834519545098],
 [4, 3, 1, 0, 11.0],
 [4, 3, 1, 1, 11.053958629886274],
 [4, 3, 1, 2, 11.107917259772549],
 [4, 3, 1, 3, 11.161875889658823],
 [4, 3, 1, 4, 11.2158345195451],
 [4, 3, 2, 0, 14.0],
 [4, 3, 2, 1, 14.053958629886274],
 [4, 3, 2, 2, 14.107917259772549],
 [4, 3, 2, 3, 14.161875889658823],
 [4, 3, 2, 4, 14.2158345195451],
 [4, 3, 3, 0, 17.0],
 [4, 3, 3, 1, 17.053958629886274],
 [4, 3, 3, 2, 17.10791725977255],
 [4, 3, 3, 3, 17.161875889658823],
 [4, 3, 3, 4, 17.215834519545098],
 [4, 3, 4, 0, 20.0],
 [4, 3, 4, 1, 20.053958629886274],
 [4, 3, 4, 2, 20.10791725977255],
 [4, 3, 4, 3, 20.161875889658823],
 [4, 3, 4, 4, 20.215834519545098],
 [4, 4, 0, 0, 10.0],
 [4, 4, 0, 1, 10.071944839848367],
 [4, 4, 0, 2, 10.143889679696732],
 [4, 4, 0, 3, 10.2158345195451],
 [4, 4, 0, 4, 10.287779359393465],
 [4, 4, 1, 0, 14.0],
 [4, 4, 1, 1, 14.071944839848367],
 [4, 4, 1, 2, 14.143889679696732],
 [4, 4, 1, 3, 14.2158345195451],
 [4, 4, 1, 4, 14.287779359393465],
 [4, 4, 2, 0, 18.0],
 [4, 4, 2, 1, 18.071944839848367],
 [4, 4, 2, 2, 18.143889679696734],
 [4, 4, 2, 3, 18.215834519545098],
 [4, 4, 2, 4, 18.287779359393465],
 [4, 4, 3, 0, 22.0],
 [4, 4, 3, 1, 22.071944839848367],
 [4, 4, 3, 2, 22.143889679696734],
 [4, 4, 3, 3, 22.215834519545098],
 [4, 4, 3, 4, 22.287779359393465],
 [4, 4, 4, 0, 26.0],
 [4, 4, 4, 1, 26.071944839848367],
 [4, 4, 4, 2, 26.143889679696734],
 [4, 4, 4, 3, 26.215834519545098],
 [4, 4, 4, 4, 26.287779359393465]]
